SPI-H,SPI-A,BbAHh,BbMxAHH,BbAvAHH,BbMxAHA,BbAvAHA
64.3,76.9,0.5,1.87,1.83,2.1,2.03
45.3,76.1,-0.25,2.12,2.01,1.9,1.85
69.2,91.5,1.5,1.96,1.91,2.02,1.94
58.8,78,0.75,1.9,1.85,2.07,2.01
70.2,42.2,-0.5,1.95,1.9,2,1.95
70,69.7,-0.5,1.98,1.93,1.99,1.92
63.9,70,-0.5,2.11,2.06,1.87,1.82
91.5,45.3,-2.5,1.91,1.85,2.08,2.01
42.2,64.3,0,2.2,2.12,1.79,1.75
76.1,63.1,-0.5,1.9,1.85,2.06,2.01
76.9,69.2,-0.5,2,1.95,1.96,1.91
69.7,57.8,0,1.83,1.79,2.15,2.06
58.8,61.9,-1,1.97,1.93,1.99,1.93
65.1,75.3,0,2.06,1.95,1.95,1.89
78,70.2,-2,1.74,1.69,3.75,3.55
75.3,76.1,-0.75,1.9,1.86,2.07,2
70.2,69.7,-0.25,2,1.92,2.01,1.93
57.8,78,1,2.2,2.13,1.81,1.75
61.9,65.1,-0.25,2.08,2.02,1.9,1.84
63.1,91.5,2,1.88,1.83,2.12,2.03
45.3,76.9,0.5,2.11,2.05,1.85,1.81
70,58.8,0.25,2.08,2.01,1.89,1.85
64.3,63.9,-0.25,1.89,1.85,2.08,2.01
69.2,42.2,-1,1.92,1.87,2.03,1.98
61.9,91.5,2,1.91,1.86,2.06,2
57.8,70,-0.25,1.93,1.9,2.01,1.96
63.1,42.2,-0.25,1.98,1.92,2,1.94
64.3,65.1,-0.25,1.92,1.88,2.03,1.97
76.1,76.9,0.75,1.95,1.89,2.05,1.97
45.3,63.9,-0.25,2.12,2.06,1.86,1.81
69.2,78,0.75,2.08,2.03,1.88,1.83
70.2,58.8,0.25,2.15,2.09,1.82,1.79
75.3,69.7,-0.75,1.88,1.84,2.08,2.02
63.9,69.2,0,2.03,1.87,2.07,1.99
65.1,70.2,-0.5,2.04,2,1.9,1.86
42.2,75.3,0.25,2.04,1.99,1.93,1.87
78,45.3,-2,1.88,1.81,2.14,2.04
76.9,63.1,-1.5,1.83,1.79,2.13,2.07
70,61.9,-0.5,2,1.93,1.98,1.92
69.7,64.3,0,1.89,1.85,2.05,2
91.5,76.1,-2.5,1.89,1.82,2.09,2.03
58.8,57.8,-1,2.12,2.04,1.87,1.82
69.2,69.7,-0.75,2,1.95,1.96,1.91
70.2,70,0,2.02,1.97,1.93,1.89
63.1,63.9,0,2.02,1.96,1.94,1.9
64.3,78,1,2.05,2,1.9,1.85
45.3,65.1,-0.25,2.16,2.06,1.85,1.81
76.9,91.5,1,1.85,1.81,2.12,2.05
75.3,58.8,-0.25,2.14,2.07,1.83,1.8
61.9,57.8,0,1.81,1.77,2.16,2.1
76.1,42.2,-0.5,2.05,1.98,1.94,1.88
63.9,75.3,0.5,1.65,1.6,2.48,2.4
42.2,76.9,0.75,1.95,1.88,2.03,1.98
78,63.1,-2.5,2.02,1.98,1.94,1.88
57.8,70.2,-0.5,1.95,1.9,2.03,1.96
70,64.3,-0.25,1.84,1.81,2.12,2.06
69.7,76.1,-0.25,1.95,1.89,2.04,1.97
58.8,45.3,-0.75,1.99,1.94,1.96,1.92
65.1,91.5,1.5,2.2,2.14,1.8,1.74
61.9,69.2,0.25,2.04,1.98,1.91,1.87
70.2,61.9,-0.25,2.05,2,1.91,1.87
91.5,42.2,-2.75,1.92,1.88,2.08,1.99
64.3,58.8,0,2.08,2.01,1.89,1.84
76.1,63.9,-0.25,2.13,2.09,1.83,1.79
45.3,69.7,-0.25,1.85,1.82,2.11,2.05
69.2,57.8,-0.5,2,1.95,1.95,1.91
63.1,65.1,0,1.95,1.91,2,1.94
76.9,78,0.25,2,1.94,1.97,1.92
75.3,70,-0.25,1.91,1.87,2.04,1.99
57.8,64.3,-0.5,2.13,2.08,1.85,1.8
61.9,45.3,-0.25,2.13,2.06,1.85,1.81
70,63.1,-1,1.96,1.92,2,1.93
69.7,42.2,-0.25,1.86,1.82,2.09,2.04
58.8,91.5,1.25,1.98,1.93,1.97,1.92
65.1,69.2,0.25,1.76,1.72,2.25,2.18
78,76.1,-2,1.93,1.88,2.02,1.97
70.2,75.3,0.25,1.96,1.92,1.99,1.93
63.9,76.9,0.25,2.2,2.14,1.78,1.74
63.1,58.8,0.5,1.96,1.9,2.03,1.96
45.3,57.8,-0.25,2.21,2.15,1.78,1.74
91.5,63.9,-2.5,2.1,2.03,1.85,1.82
42.2,78,1.25,1.99,1.94,1.96,1.92
64.3,70.2,-0.5,1.92,1.87,2.03,1.99
76.1,65.1,-0.25,2.02,1.97,1.94,1.89
76.9,69.7,-1,1.76,1.72,2.25,2.18
69.2,70,-0.5,2.1,2.04,1.86,1.82
75.3,61.9,-0.5,1.92,1.86,2.05,2
65.1,76.9,0,2.14,2.07,1.83,1.79
78,91.5,0.25,1.97,1.92,1.99,1.94
70.2,45.3,0,1.88,1.83,2.15,2.03
57.8,75.3,0,1.9,1.79,2.15,2.07
70,76.1,-0.5,1.91,1.87,2.05,1.99
69.7,63.1,-0.75,1.98,1.93,1.98,1.93
58.8,69.2,-0.5,2.05,2,1.92,1.86
61.9,64.3,0,2.1,2.03,1.86,1.82
63.9,42.2,-0.75,2.07,2.01,1.9,1.85
64.3,75.3,-0.25,2.19,2.13,1.8,1.76
91.5,69.7,-2.5,2.05,1.97,1.94,1.88
42.2,65.1,0.25,1.71,1.67,2.33,2.26
63.1,57.8,0.25,2.08,2.01,1.88,1.85
76.1,58.8,0.25,2.11,2.04,1.86,1.82
45.3,70,0.25,1.75,1.71,2.28,2.2
69.2,70.2,-1,1.95,1.89,2.02,1.96
78,63.9,-1.5,1.98,1.91,2.02,1.94
76.9,61.9,-1,2.15,2.07,1.85,1.8
75.3,69.2,-0.25,2.23,2.14,1.91,1.75
70.2,63.1,-0.5,1.9,1.84,2.08,2.02
57.8,91.5,1.5,2.07,2,1.91,1.86
61.9,76.1,-0.25,2.02,1.93,1.98,1.93
64.3,45.3,-0.5,2.13,2.06,1.84,1.81
69.7,63.9,-0.25,2.08,2.03,1.9,1.84
58.8,42.2,-1,1.8,1.71,2.27,2.18
65.1,78,1,2.17,2.08,1.84,1.79
70,76.9,-0.25,2.04,1.99,1.96,1.87
76.9,58.8,-0.5,2.08,2.01,1.89,1.86
91.5,70.2,-2.5,1.87,1.83,2.09,2.03
42.2,70,0.25,1.95,1.91,2.01,1.96
78,69.7,-2,2.02,1.95,1.96,1.92
63.1,61.9,0.25,1.85,1.8,2.12,2.07
45.3,75.3,0,1.98,1.94,1.97,1.91
63.9,65.1,-0.25,1.83,1.8,2.15,2.08
76.1,57.8,-0.25,2.13,2.07,1.85,1.81
69.2,64.3,-0.5,1.9,1.86,2.06,2.01
64.3,63.1,-1,1.93,1.88,2.03,1.97
70.2,76.1,-0.25,2.11,2.06,1.84,1.8
61.9,42.2,-0.25,1.84,1.8,2.11,2.06
45.3,69.2,0.25,1.98,1.93,1.96,1.93
70,91.5,1.25,1.84,1.81,2.11,2.05
69.7,65.1,-0.25,1.9,1.85,2.07,2.01
58.8,63.9,-0.25,1.9,1.86,2.08,2
57.8,76.9,0.25,1.92,1.87,2.05,1.98
75.3,78,1,1.72,1.66,2.4,2.26
63.1,69.2,0.75,2.11,2.04,1.87,1.83
65.1,70,0,1.91,1.85,2.05,2
91.5,75.3,-2,1.88,1.85,2.06,2.01
42.2,45.3,0,1.88,1.83,2.11,2.03
76.1,64.3,-0.25,2.08,2.03,1.89,1.83
76.9,70.2,-1.5,2.15,2.06,1.84,1.8
69.7,58.8,0,1.86,1.81,2.1,2.05
78,61.9,-1.5,1.99,1.93,1.96,1.92
63.9,57.8,-0.25,1.84,1.81,2.12,2.06
61.9,69.7,0,1.96,1.89,2.01,1.96
57.8,42.2,-0.5,2,1.95,1.96,1.9
64.3,91.5,1.25,1.95,1.91,2,1.94
45.3,63.1,-0.5,1.9,1.85,2.08,2
75.3,76.9,0.25,1.89,1.84,2.1,2.02
70,78,0.75,2,1.96,1.96,1.89
58.8,65.1,-0.75,2.03,1.99,1.92,1.86
70.2,63.9,0,2.08,2.03,1.85,1.82
69.2,76.1,-1,2.08,2.02,1.88,1.84
65.1,57.8,0,1.86,1.79,2.3,2.07
91.5,69.2,-1.5,2.21,2.14,1.78,1.74
42.2,70.2,0,1.85,1.8,2.14,2.06
78,58.8,-1.5,2.01,1.95,1.96,1.91
63.1,75.3,0.75,1.85,1.8,2.13,2.05
76.1,45.3,-0.75,2.13,2.05,1.85,1.81
76.9,64.3,-1,2.16,2.06,1.85,1.81
63.9,61.9,-0.75,2,1.96,1.95,1.89
69.7,70,-0.25,1.85,1.81,2.12,2.04
70.2,78,1.25,1.95,1.89,2.03,1.97
57.8,69.7,0.25,1.86,1.79,2.12,2.08
61.9,58.8,0,1.99,1.94,1.97,1.92
63.1,76.1,0.5,1.86,1.82,2.13,2.04
64.3,42.2,-0.75,2.08,2.01,1.88,1.85
45.3,91.5,2,1.87,1.81,2.12,2.05
69.2,76.9,-0.5,1.95,1.88,2.05,1.98
75.3,65.1,-0.75,1.93,1.89,2.02,1.97
70,63.9,-0.25,1.89,1.85,2.06,2.01
65.1,61.9,-0.5,2.02,1.98,1.95,1.88
91.5,63.1,-2.75,1.88,1.85,2.07,2.01
42.2,69.2,0.5,1.95,1.9,2.01,1.97
78,57.8,-1.75,2.03,1.99,1.92,1.87
76.1,75.3,0.25,1.98,1.94,1.97,1.92
76.9,45.3,-1,1.88,1.83,2.1,2.03
63.9,64.3,-0.5,2.1,2.06,1.86,1.82
69.7,70.2,-0.5,2,1.97,1.95,1.89
58.8,70,-0.25,2.05,2,1.91,1.86
56.9,75.5,0.25,2.02,1.95,1.94,1.9
82.5,52.9,-1.75,2.02,1.95,1.95,1.89
72,73.1,-0.5,1.95,1.9,2.01,1.94
62.8,76.5,0,1.82,1.78,2.15,2.07
47.9,76.2,0.5,1.9,1.83,2.08,2.01
69.3,89.4,1,2.12,2.03,1.87,1.81
71.8,72.4,0,2.09,2.02,1.87,1.82
64.7,69.5,0.25,2.11,2.03,1.86,1.81
54.5,90.6,1.75,1.96,1.91,2,1.93
40,73.8,-0.5,1.92,1.88,2.04,1.96
72.4,72,-1,2.12,2.04,1.86,1.82
89.4,56.9,-2.5,2.05,1.99,1.92,1.85
69.5,47.9,-1,1.99,1.92,1.96,1.91
90.6,71.8,-2.5,2.02,1.96,1.93,1.88
76.5,54.5,-0.5,1.88,1.84,2.06,2
73.8,69.3,0.5,1.8,1.75,2.17,2.1
73.1,40,-0.5,2.1,2.03,1.87,1.82
52.9,64.7,-0.5,1.94,1.9,2.02,1.94
75.5,82.5,0,2,1.94,1.94,1.89
76.2,62.8,-1,1.7,1.65,2.41,2.27
64.7,75.5,0.75,1.89,1.83,2.09,2.03
82.5,89.4,0.25,1.96,1.91,2,1.93
71.8,76.5,-0.25,2.06,2,1.9,1.84
72,90.6,1.5,1.9,1.86,2.05,1.98
54.5,76.2,0.25,1.99,1.92,1.98,1.92
69.3,73.1,-1,2.06,2.01,1.88,1.83
69.5,52.9,-1,1.86,1.82,2.08,2.02
40,72.4,0,2.53,2.41,1.64,1.58
56.9,73.8,-0.5,1.79,1.75,2.19,2.12
47.9,62.8,-0.5,2.21,2.1,1.81,1.76
73.1,56.9,0,1.86,1.82,2.1,2.03
73.8,82.5,1,1.86,1.81,2.12,2.05
90.6,40,-3,1.94,1.89,2.02,1.97
76.5,72,-0.5,1.99,1.94,1.96,1.92
76.2,71.8,-1,1.88,1.84,2.08,2.02
89.4,64.7,-3,1.98,1.89,2.1,1.97
62.8,54.5,-0.5,2.06,2.01,1.89,1.85
52.9,47.9,-0.5,1.91,1.88,2.04,1.99
75.5,69.5,-0.5,1.88,1.82,2.1,2.04
72.4,69.3,-0.5,2.05,2,1.91,1.86
82.5,73.1,-1.5,1.96,1.9,2,1.96
72,76.2,0.25,1.94,1.9,2.01,1.96
40,76.5,0,1.75,1.71,2.27,2.18
69.3,90.6,1,1.85,1.79,2.15,2.07
69.5,89.4,1,2.08,2.02,1.87,1.83
52.9,75.5,0.25,2.02,1.95,1.94,1.89
64.7,73.8,0,1.7,1.65,2.39,2.27
56.9,72.4,0,2.02,1.94,1.94,1.89
47.9,54.5,0,1.63,1.59,2.5,2.39
71.8,62.8,-0.5,2.26,2.18,1.77,1.71
76.2,40,-1,1.77,1.73,2.23,2.14
89.4,52.9,-2.75,1.98,1.93,2,1.93
73.8,69.5,0.5,1.88,1.84,2.08,2.02
90.6,56.9,-2.25,1.98,1.92,2,1.94
75.5,47.9,-1,1.83,1.78,2.16,2.1
72.4,82.5,0,2.06,1.99,1.92,1.86
73.1,64.7,-0.5,1.96,1.92,2,1.93
62.8,72,-0.5,2.1,2.06,1.86,1.8
76.5,69.3,0,1.79,1.76,2.17,2.11
54.5,71.8,-0.25,2.02,1.95,1.95,1.91
69.5,73.1,-1,1.84,1.8,2.13,2.07
72,54.5,-0.5,2.01,1.97,1.94,1.89
40,62.8,0,1.88,1.84,2.08,2.01
52.9,73.8,-0.25,1.82,1.78,2.17,2.1
56.9,76.5,-0.25,2.06,2.01,1.9,1.85
75.5,89.4,0.5,2.06,2,1.93,1.86
69.3,76.2,0,1.71,1.67,2.31,2.24
82.5,90.6,0.25,1.88,1.84,2.07,2.02
64.7,72.4,0.5,2.01,1.95,1.96,1.91
47.9,71.8,-0.25,1.9,1.86,2.06,2
89.4,47.9,-2.5,2.07,2.02,1.89,1.84
71.8,72,-0.5,2.07,2.01,1.89,1.85
73.8,75.5,0.5,1.81,1.75,2.17,2.13
90.6,64.7,-2.5,1.84,1.79,2.13,2.07
76.2,56.9,-1,2.17,2.09,1.82,1.78
73.1,52.9,-0.25,1.88,1.84,2.08,2.02
62.8,69.3,0,1.93,1.88,2.01,1.96
76.5,82.5,0.5,1.88,1.84,2.07,2.03
72.4,69.5,-0.5,2.05,2,1.92,1.86
54.5,40,-0.5,2.07,2,1.93,1.86
47.9,72,-0.5,2.23,2.16,1.79,1.74
69.5,90.6,0.5,2.03,1.97,1.93,1.89
40,71.8,0,1.72,1.66,2.39,2.27
56.9,62.8,-0.25,2.01,1.95,1.96,1.9
75.5,73.1,-1,1.84,1.77,2.16,2.1
82.5,76.2,-1,2.09,2.04,1.88,1.82
89.4,73.8,-2.5,1.9,1.86,2.05,2
52.9,72.4,0.5,1.78,1.75,2.2,2.14
64.7,76.5,0,1.91,1.87,2.04,1.99
69.3,54.5,-1,2,1.94,1.96,1.91
62.8,82.5,0.5,2.2,2.13,1.79,1.75
73.1,89.4,1.5,2.07,2,1.91,1.86
90.6,52.9,-2.5,1.85,1.8,2.11,2.06
76.5,69.5,0,1.98,1.91,1.98,1.93
76.2,64.7,-1.5,2.38,2.31,1.67,1.64
72.4,75.5,-0.5,2.26,2.19,1.76,1.71
71.8,69.3,0,2.38,2.28,1.71,1.65
73.8,47.9,-0.5,2.23,2.11,1.8,1.76
72,40,-0.5,2.04,1.98,1.92,1.87
54.5,56.9,0,1.73,1.67,2.29,2.24
52.9,76.5,0,1.95,1.9,2.01,1.94
69.5,76.2,-0.5,1.9,1.85,2.08,2.01
73.8,73.1,-0.25,1.85,1.8,2.13,2.07
64.7,62.8,0,1.87,1.83,2.09,2.02
56.9,71.8,-0.5,1.96,1.91,2.01,1.95
47.9,40,-0.5,1.95,1.9,2.03,1.96
69.3,72,-1,1.78,1.74,2.21,2.14
82.5,54.5,-1.5,1.72,1.69,2.31,2.22
89.4,72.4,-1.5,2,1.93,1.97,1.92
75.5,90.6,0.5,2.03,1.97,1.93,1.89
72,56.9,0,1.75,1.67,2.38,2.26
62.8,69.5,0,2.44,2.35,1.65,1.62
90.6,89.4,0,1.84,1.8,2.12,2.06
76.5,75.5,0,1.99,1.92,1.98,1.93
76.2,52.9,-1,1.93,1.88,2.08,1.98
71.8,82.5,0.75,2.11,2.06,1.85,1.82
40,69.3,0.5,1.85,1.8,2.12,2.07
54.5,64.7,-0.25,1.96,1.86,2.08,2.01
72.4,73.8,-1,1.99,1.91,2.01,1.95
73.1,47.9,0,1.82,1.77,2.2,2.1
64.7,71.8,-0.5,2.14,2.05,1.9,1.83
82.5,72,-1.5,1.88,1.82,2.08,2.04
89.4,76.5,-2.75,1.89,1.84,2.07,2.02
69.5,54.5,-1.5,2.14,2.08,1.82,1.79
52.9,62.8,-0.25,2.05,2,1.9,1.86
56.9,40,0.75,2.11,2.06,1.85,1.81
73.8,90.6,1.5,1.76,1.72,2.25,2.18
73.1,72.4,0.25,1.93,1.83,2.09,2.03
75.5,76.2,0.75,2.04,1.98,1.94,1.88
47.9,69.3,0.25,1.92,1.89,2.04,1.97
71.8,69.5,0.25,2.05,2,1.89,1.86
40,82.5,1,1.87,1.82,2.1,2.04
62.8,75.5,0.25,1.88,1.82,2.11,2.03
90.6,73.1,-2.5,2.02,1.95,1.95,1.9
76.2,89.4,1.5,2.09,2.03,1.87,1.83
69.3,56.9,-1,1.87,1.83,2.11,2.03
76.5,73.8,-0.5,1.88,1.84,2.07,2.01
54.5,52.9,-0.25,2.01,1.96,1.94,1.89
72.4,47.9,-1,2.02,1.97,1.93,1.89
72,64.7,-0.75,2.39,2.31,1.69,1.64
73.1,76.5,-0.25,2.4,2.32,1.68,1.64
89.4,62.8,-3,2.12,2.05,1.89,1.82
69.5,72,-1,1.93,1.88,2.04,1.98
52.9,71.8,-0.5,2.15,2.09,1.83,1.79
64.7,40,-0.5,2.12,2.07,1.84,1.81
75.5,54.5,-1.5,2.02,1.96,1.95,1.9
82.5,69.3,-1,2.13,2.05,1.88,1.82
73.8,76.2,0.25,1.63,1.59,2.55,2.42
47.9,56.9,-0.25,2.02,1.97,1.94,1.89
72.4,90.6,1,1.79,1.75,2.21,2.13
71.8,75.5,0.5,1.98,1.91,2,1.95
72,52.9,-0.5,2.09,2.04,1.87,1.83
62.8,73.8,-0.5,2.07,2.01,1.92,1.86
76.2,73.1,-1,2.31,2.23,1.73,1.69
69.3,64.7,-1,1.67,1.63,2.4,2.34
40,69.5,0.25,1.95,1.9,2,1.96
56.9,82.5,0.5,2.16,2.09,1.83,1.78
90.6,47.9,-2.75,1.85,1.81,2.1,2.05
76.5,72.4,-0.25,2.11,2.05,1.86,1.82
89.4,71.8,-3.25,2.03,1.98,1.96,1.88
69.5,69.3,-0.25,2.2,2.14,1.78,1.74
73.8,54.5,-0.5,1.88,1.85,2.06,2.01
73.1,62.8,-0.25,2.24,2.17,1.78,1.73
52.9,40,-0.5,2.11,2.06,1.86,1.81
64.7,56.9,0.25,1.65,1.62,2.43,2.36
90.6,76.5,-2.5,2.08,1.99,1.92,1.86
75.5,72,-1.5,2.23,2.14,1.79,1.75
47.9,82.5,1,1.94,1.89,2.05,1.96
72.4,76.2,-0.5,1.9,1.86,2.05,2
82.5,64.7,-2,2.26,2.16,1.8,1.73
72,89.4,2,2.06,2,1.9,1.86
56.9,69.5,-0.25,2.05,2.01,1.89,1.85
69.3,52.9,-1.5,2.2,2.14,1.79,1.75
71.8,73.8,-0.25,2.15,2.08,1.84,1.8
40,75.5,0.5,2.07,2.01,1.89,1.86
62.8,72.4,-0.25,2.4,2.32,1.68,1.65
76.2,90.6,1,2.01,1.95,1.96,1.9
47.9,76.5,-0.25,2.3,2.19,1.75,1.72
54.5,73.1,-0.25,1.98,1.91,2,1.95
89.4,40,-3.5,2.08,2.01,1.88,1.84
73.1,71.8,-0.25,1.74,1.7,2.3,2.22
64.7,47.9,-0.25,1.93,1.89,2.04,1.98
90.6,62.8,-2.5,1.97,1.91,1.98,1.94
75.5,69.3,-0.25,1.78,1.74,2.23,2.15
69.5,82.5,0.5,2.06,2,1.92,1.86
73.8,72,-0.25,1.73,1.7,2.27,2.21
52.9,56.9,-0.25,2.35,2.27,1.7,1.67
76.5,76.2,-0.25,1.98,1.91,2,1.95
72.4,54.5,-1,1.86,1.81,2.1,2.05
69.5,64.7,-1,2.14,2.08,1.83,1.79
75.5,56.9,-1,2.24,2.17,1.76,1.72
76.5,62.8,-0.25,1.73,1.67,2.33,2.26
72.4,71.8,-1,1.86,1.82,2.09,2.04
89.4,69.3,-2.5,2.16,2.08,1.83,1.79
73.1,72,-0.25,1.9,1.85,2.08,2.01
52.9,82.5,1,1.84,1.8,2.14,2.07
90.6,54.5,-3,2.02,1.95,2.01,1.91
76.2,47.9,-1,2.07,2.02,1.88,1.84
73.8,40,-0.75,2.12,2.06,1.86,1.8
54.5,76.5,0.25,1.78,1.74,2.21,2.15
72,72.4,0.25,1.75,1.71,2.28,2.19
40,73.1,-0.25,2.25,2.19,1.76,1.72
56.9,89.4,1.5,1.9,1.85,2.07,2.01
47.9,69.5,0.25,1.73,1.69,2.29,2.23
69.3,73.8,-1,2.28,2.2,1.75,1.7
82.5,75.5,-0.75,1.86,1.82,2.08,2.04
71.8,90.6,1.5,2.08,2.02,1.88,1.83
62.8,76.2,-0.25,1.9,1.86,2.06,2
64.7,52.9,-0.25,2.05,1.99,1.93,1.87
89.4,82.5,-1,1.89,1.83,2.08,2.02
73.8,56.9,-0.25,2.13,2.07,1.85,1.8
73.1,69.3,0.25,2,1.94,1.95,1.91
76.5,71.8,-1,2.32,2.25,1.7,1.66
72.4,40,-1,1.9,1.83,2.11,2.03
52.9,69.5,0,1.82,1.75,2.2,2.14
90.6,72,-2.5,1.88,1.81,2.12,2.04
75.5,64.7,-1.5,2.05,2,1.9,1.85
76.2,54.5,-1,2.37,2.3,1.68,1.64
62.8,47.9,-0.25,1.68,1.64,2.43,2.32
56.9,73.1,-1,2.23,2.16,1.78,1.72
69.3,72.4,-0.75,2.15,2.08,1.83,1.79
82.5,73.8,-1,1.7,1.65,2.38,2.29
54.5,62.8,0,1.86,1.82,2.1,2.04
47.9,52.9,-0.75,2.2,2.13,1.79,1.75
71.8,76.2,0,1.91,1.86,2.05,1.99
69.5,75.5,0,2.33,2.21,1.75,1.69
40,90.6,1.5,2.25,2.18,1.76,1.71
64.7,89.4,2,2.08,2.01,1.88,1.85
72,76.5,0,1.92,1.88,2.04,1.97
54.5,47.9,-0.25,2.19,2.11,1.81,1.77
62.8,71.8,-0.75,2.14,2.05,1.85,1.82
90.6,69.3,-1.5,1.89,1.83,2.08,2.02
76.2,72,-1,2.47,2.37,1.66,1.61
72.4,56.9,-0.25,1.82,1.78,2.17,2.1
89.4,69.5,-3,2,1.94,1.98,1.92
73.8,64.7,-0.75,2.15,2.08,1.83,1.79
73.1,82.5,1,1.9,1.83,2.08,2.03
75.5,52.9,-1.5,2.01,1.96,1.95,1.9
76.5,40,-1,2.1,2.03,1.88,1.83
54.5,89.4,2.5,1.8,1.76,2.2,2.13
64.7,73.1,-0.25,1.88,1.85,2.07,2.01
71.8,54.5,-0.25,1.77,1.74,2.23,2.17
69.5,73.8,-0.25,1.74,1.7,2.28,2.21
72,62.8,-0.25,2.14,2.07,1.84,1.8
52.9,89.4,2,1.98,1.89,2.05,1.98
69.3,76.5,-0.75,2.09,2.04,1.86,1.83
82.5,72.4,-1,2.02,1.96,1.95,1.9
40,76.2,0.25,1.73,1.7,2.3,2.22
56.9,90.6,1,1.71,1.67,2.34,2.25
47.9,75.5,0.25,1.95,1.91,2.01,1.96
73.8,52.9,-1,2.49,2.4,1.64,1.6
71.8,47.9,-0.25,1.98,1.92,1.98,1.93
73.1,69.5,0.25,1.89,1.85,2.08,2
90.6,82.5,-0.75,2.05,2,1.89,1.86
76.5,56.9,-0.25,1.96,1.91,1.99,1.94
54.5,72,-0.25,2,1.94,1.96,1.91
89.4,75.5,-2,1.86,1.78,2.17,2.09
62.8,40,-0.75,2.11,2.05,1.87,1.82
76.2,69.3,-0.5,2.33,2.27,1.72,1.66
72.4,64.7,-1,2.3,2.21,1.73,1.69
82.5,76.5,-1,1.85,1.78,2.17,2.09
52.9,73.1,-0.5,2.08,2.02,1.89,1.85
69.3,62.8,-1,1.92,1.88,2.02,1.97
69.5,72.4,-0.25,1.93,1.88,2.02,1.98
64.7,90.6,1,2.15,2.07,1.84,1.79
56.9,76.2,-0.5,2.07,2.02,1.88,1.84
75.5,73.8,-1,1.72,1.67,2.32,2.24
72,71.8,-0.25,1.83,1.77,2.16,2.1
40,54.5,-0.25,1.83,1.79,2.14,2.08
47.9,89.4,2,2.12,2.06,1.85,1.81
73.1,75.5,0.5,1.89,1.85,2.07,2.01
62.8,56.9,-0.25,2.25,2.2,1.76,1.71
90.6,69.5,-1.5,1.91,1.86,2.06,2
72.4,52.9,-0.75,1.86,1.81,2.15,2.07
71.8,40,-0.5,2.17,2.11,1.84,1.77
73.8,89.4,1.75,2,1.95,1.97,1.92
76.5,64.7,-1,2.1,2.04,1.86,1.82
54.5,69.3,0.5,1.96,1.89,2.01,1.98
76.2,82.5,0.25,2.27,2.21,1.76,1.71
72,47.9,-0.25,1.79,1.73,2.27,2.17
56.9,54.5,-1,2.2,2.11,1.85,1.77
82.5,62.8,-1.5,1.9,1.85,2.08,2.01
89.4,73.1,-3.25,1.92,1.87,2.06,2.01
69.5,76.5,-0.25,1.85,1.81,2.11,2.05
47.9,73.8,-0.25,1.93,1.89,2.04,1.97
69.3,71.8,-1.5,2.43,2.34,1.67,1.62
52.9,90.6,1.5,1.95,1.9,2.01,1.95
64.7,76.2,0,1.92,1.85,2.05,1.98
75.5,72.4,-1,2.29,2.24,1.72,1.67
40,72,-0.5,2.26,2.2,1.75,1.7
73.1,73.8,-0.25,2.09,1.82,2.16,2.06
71.8,56.9,0,1.95,1.85,2.07,2.01
40,47.9,-0.25,1.99,1.86,2.05,2
62.8,64.7,-0.5,1.95,1.9,2.06,1.98
76.5,52.9,-0.75,1.91,1.87,2.06,2
54.5,82.5,1,2.06,1.94,1.97,1.92
72,69.3,0.25,1.91,1.87,2.05,1.99
90.6,75.5,-1.5,1.99,1.93,2.05,1.92
76.2,69.5,-0.25,2.02,1.98,1.99,1.88
72.4,89.4,1.5,1.99,1.87,2.05,1.99
47.9,73.1,-0.5,1.96,1.91,2.02,1.96
82.5,71.8,-1.5,2.26,2.17,1.75,1.72
89.4,90.6,-1,2,1.95,1.95,1.91
69.5,62.8,-0.75,2.03,1.99,1.92,1.88
52.9,76.2,-0.25,2.1,2.05,1.86,1.82
69.3,40,-1,1.88,1.84,2.1,2.03
73.8,72.4,0,2.16,2.09,1.82,1.78
56.9,72,-0.5,1.89,1.86,2.08,2.01
75.5,76.5,-0.75,1.82,1.78,2.15,2.09
64.7,54.5,-0.75,2.55,2.44,1.62,1.58
40,56.9,-0.25,2,1.95,1.96,1.91
71.8,64.7,-0.5,2.12,2.05,1.85,1.81
72,82.5,0.5,1.93,1.86,2.05,1.99
90.6,73.8,-2,1.8,1.75,2.22,2.13
76.5,89.4,1,2.06,2.01,1.9,1.85
69.3,47.9,-1,2.04,1.98,1.93,1.88
54.5,69.5,0.25,1.85,1.8,2.12,2.07
76.2,75.5,-0.25,2.1,2.01,1.9,1.85
72.4,73.1,-1,1.95,1.91,2.02,1.95
62.8,52.9,-0.5,2.2,2.12,1.8,1.74
64.7,72,-0.25,2.15,2.09,1.83,1.79
69.5,71.8,-1,2.02,1.96,1.95,1.9
73.8,76.5,0.25,1.7,1.66,2.33,2.27
73.1,90.6,1.5,2.09,2.04,1.88,1.82
52.9,54.5,-0.5,1.95,1.91,2.01,1.94
82.5,40,-1.75,2.07,2.01,1.89,1.85
89.4,76.2,-2.25,1.95,1.9,2,1.96
56.9,69.3,-0.25,2.2,2.01,1.92,1.86
75.5,62.8,-1,1.94,1.88,2.18,1.98
47.9,72.4,0.25,1.67,1.63,2.4,2.32
71.8,52.9,-0.25,1.88,1.84,2.07,2.02
72,69.5,-0.25,2.17,2.11,1.8,1.76
69.3,82.5,0.5,1.92,1.86,2.05,2
